,0,1,2,3
1971-03-13,38.888696856924035,46.88129128942263,56.11920902671799,78.73397502590454
1971-03-14,38.8947911951712,46.889980383547915,56.13121699993713,78.7553302684458
1971-03-15,38.95896293333144,47.00369299246571,56.310854179858346,79.12947604289687
1971-03-16,39.02327477073041,47.11782700607133,56.491365746023845,79.50617148142275
1971-03-17,39.234165372314926,47.49784374556583,57.09730685097041,80.78210996441645
1971-03-18,39.417210304305904,47.82787989874813,57.6243973618148,81.89669610794266
1971-03-19,39.54199176877055,48.05286074560377,57.98410485894509,82.65988291574706
1971-03-20,39.547960984514276,48.06160241670928,57.99644832455478,82.68259739864143
1971-03-21,39.55393110136426,48.07034567808043,58.00879441780084,82.70531812335125
1971-03-22,39.829263229283704,48.57037063891,58.811807548259836,84.41938422359291
1971-03-23,39.95595907186597,48.80020605226553,59.18132469217552,85.21166969776618
1971-03-24,39.8711052277056,48.642579091030846,58.92469021844548,84.65360695391854
1971-03-25,39.81670586605391,48.540863011391025,58.75865209349162,84.29203244213909
1971-03-26,39.67242350588917,48.27485828520203,58.32757694442981,83.36068354401566
1971-03-27,39.678379803993614,48.28358082466479,58.33989764629943,83.38338505619174
1971-03-28,39.6843369963587,48.29230494015899,58.35222095070635,83.40609275064264
1971-03-29,39.5111635212815,47.97379850395404,57.837145901748826,82.29760693744737
1971-03-30,39.636288704825944,48.19905718213669,58.19712853531515,83.06143698227768
1971-03-31,39.55276107598279,48.04405753835948,57.94546704872386,82.51811257561123
1971-04-01,39.41025698539698,47.78210816008587,57.52236880585834,81.61037711748654
1971-04-02,39.35715388424355,47.68332023453497,57.36202577390103,81.26536627126498
1971-04-03,39.36319224209976,47.6920861271041,57.37431539147777,81.28771981311053
1971-04-04,39.36923152638895,47.70085363115649,57.38660764206299,81.31007950371114
1971-04-05,39.286799086859,47.54875045639211,57.14078932760283,80.78373757718144
1971-04-06,39.38127311898281,47.717820539848496,57.40973471269374,81.34992671843169
1971-04-07,39.44645628597731,47.83400520212654,57.59427676707961,81.73827211992457
1971-04-08,39.334235273167025,47.62750254818556,57.26084959716641,81.02440372028335
1971-04-09,39.340291667748815,47.63605592569798,57.272599837261836,81.04518148518258
1971-04-10,39.34634899484944,47.64461083930326,57.28435248857091,81.0659645782977
1971-04-11,39.35240725461249,47.65316728927728,57.296107551588435,81.08675300099505
1971-04-12,39.03575011686557,47.07554301863162,56.36813143181958,79.11264825734656
1971-04-13,39.070993855035965,47.13671733074503,56.463738935962425,79.30959095422499
1971-04-14,38.9317539573474,46.88264239945977,56.056264184054896,78.44754474644637
1971-04-15,38.85112560648173,46.734508382770706,55.81811829767592,77.94346782649671
1971-04-16,38.79961878853403,46.63917033729967,55.66438199647885,77.61745176012569
1971-04-17,38.80580546747511,46.64792955682465,55.67641465329946,77.63863175518134
1971-04-18,38.811993132894855,46.656690421403056,55.68844991115191,77.6598175297644
