Date,SPXL,TQQQ,TECL,TPOR,DRN,UTSL,FAS,DPST,CURE,WEBL,LABU,SOXL,NAIL,YINN,HIBL,XLE,KWEB
1994-05-06,2.80553179884281,,,,,,,,,,,,,,,,
1994-05-09,2.7298865864013484,,,,,,,,,,,,,,,,
1994-05-10,2.792638387596499,,,,,,,,,,,,,,,,
1994-05-11,2.715779235428346,,,,,,,,,,,,,,,,
1994-05-12,2.7553306480257316,,,,,,,,,,,,,,,,
1994-05-13,2.7546353988402976,,,,,,,,,,,,,,,,
1994-05-16,2.755430526838368,,,,,,,,,,,,,,,,
1994-05-17,2.8765421349993625,,,,,,,,,,,,,,,,
1994-05-18,2.938460997935318,,,,,,,,,,,,,,,,
1994-05-19,2.9800890474083004,,,,,,,,,,,,,,,,
1994-05-20,2.9457342296157365,,,,,,,,,,,,,,,,
1994-05-23,2.9283235800574605,,,,,,,,,,,,,,,,
1994-05-24,2.963788458793008,,,,,,,,,,,,,,,,
1994-05-25,2.987363861093713,,,,,,,,,,,,,,,,
1994-05-26,2.992717596510075,,,,,,,,,,,,,,,,
1994-05-27,3.001133902242035,,,,,,,,,,,,,,,,
1994-05-31,2.985803050163617,,,,,,,,,,,,,,,,
1994-06-01,3.0247499912837825,,,,,,,,,,,,,,,,
1994-06-02,3.0147344216722374,,,,,,,,,,,,,,,,
1994-06-03,3.066240653014875,,,,,,,,,,,,,,,,
1994-06-06,3.0608190859809095,,,,,,,,,,,,,,,,
1994-06-07,3.047625919101858,,,,,,,,,,,,,,,,
1994-06-08,2.9725750456045263,,,,,,,,,,,,,,,,
1994-06-09,3.020523556477421,,,,,,,,,,,,,,,,
1994-06-10,3.0351451634713342,,,,,,,,,,,,,,,,
1994-06-13,3.045187808433398,,,,,,,,,,,,,,,,
1994-06-14,3.115529800691598,,,,,,,,,,,,,,,,
1994-06-15,3.0770763084504713,,,,,,,,,,,,,,,,
1994-06-16,3.094975346477945,,,,,,,,,,,,,,,,
1994-06-17,3.0423682346811787,,,,,,,,,,,,,,,,
1994-06-20,2.9623507252847534,,,,,,,,,,,,,,,,
1994-06-21,2.8852686006208517,,,,,,,,,,,,,,,,
1994-06-22,2.91751534347031,,,,,,,,,,,,,,,,
1994-06-23,2.8654177000113026,,,,,,,,,,,,,,,,
1994-06-24,2.6855959574508477,,,,,,,,,,,,,,,,
1994-06-27,2.8235455208198057,,,,,,,,,,,,,,,,
1994-06-28,2.781484211650092,,,,,,,,,,,,,,,,
1994-06-29,2.807085066386847,,,,,,,,,,,,,,,,
1994-06-30,2.753447332021208,,,,,,,,,,,,,,,,
1994-07-01,2.770155158825127,,,,,,,,,,,,,,,,
1994-07-05,2.8110110907269017,,,,,,,,,,,,,,,,
1994-07-06,2.7985092202957738,,,,,,,,,,,,,,,,
1994-07-07,2.8329707350094413,,,,,,,,,,,,,,,,
1994-07-08,2.8292633727908294,,,,,,,,,,,,,,,,
1994-07-11,2.7974411561382913,,,,,,,,,,,,,,,,
1994-07-12,2.8084059780277513,,,,,,,,,,,,,,,,
1994-07-13,2.822340664446937,,,,,,,,,,,,,,,,
1994-07-14,2.912952639362606,,,,,,,,,,,,,,,,
1994-07-15,2.9152088085024266,,,,,,,,,,,,,,,,
1994-07-18,2.9279907538585705,,,,,,,,,,,,,,,,
1994-07-19,2.9091187858891105,,,,,,,,,,,,,,,,
1994-07-20,2.8692899758832993,,,,,,,,,,,,,,,,
1994-07-21,2.886390856528551,,,,,,,,,,,,,,,,
1994-07-22,2.900566417815172,,,,,,,,,,,,,,,,
1994-07-25,2.9102358823972607,,,,,,,,,,,,,,,,
1994-07-26,2.900444403755241,,,,,,,,,,,,,,,,
1994-07-27,2.8996585025181694,,,,,,,,,,,,,,,,
1994-07-28,2.9168635978811617,,,,,,,,,,,,,,,,
1994-07-29,3.0033285820956475,,,,,,,,,,,,,,,,
1994-08-01,3.0439044265757897,,,,,,,,,,,,,,,,
1994-08-02,3.055478369547965,,,,,,,,,,,,,,,,
1994-08-03,3.0577702837722938,,,,,,,,,,,,,,,,
1994-08-04,3.0042232056794775,,,,,,,,,,,,,,,,
1994-08-05,2.9727523396038538,,,,,,,,,,,,,,,,
1994-08-08,2.991645029887392,,,,,,,,,,,,,,,,
1994-08-09,3.0061069186884675,,,,,,,,,,,,,,,,
1994-08-10,3.0390341312722677,,,,,,,,,,,,,,,,
1994-08-11,3.004261342215763,,,,,,,,,,,,,,,,
1994-08-12,3.0739273617821903,,,,,,,,,,,,,,,,
1994-08-15,3.068319300580806,,,,,,,,,,,,,,,,
1994-08-16,3.1326724934457646,,,,,,,,,,,,,,,,
1994-08-17,3.1255097281408304,,,,,,,,,,,,,,,,
1994-08-18,3.0932081730555923,,,,,,,,,,,,,,,,
1994-08-19,3.0861105873156203,,,,,,,,,,,,,,,,
